id,question,answer,label
5ae1f4cb554299234fd0436d,What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,"276,170 inhabitants",1
5ae7e1fc55429952e35ea9cc,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? ,orange,1
5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,1
5ae33c4d5542992f92d82262,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,1
5a77cb335542997042120b3a,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,1
5a8979f4554299669944a52e,What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?,Ann,1
5a713ea95542994082a3e6e4,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Apalachees,1
5a78bd9b554299078472774a,What nationality were social anthropologists Alfred Gell and Edmund Leach?,British,1
5a7625e8554299109176e66a,In which year was the King who made the 1925 Birthday Honours born?,1865,1
5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,1
5abdf12255429976d4830a2f,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Bob Seger,1
5a88658955429938390d3f47,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,Conscription,1
5a86ebac55429960ec39b6d6,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?","Mondelez International, Inc.",1
5aba5d2e55429901930fa799,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky,1
5ae5736e5542990ba0bbb2b3,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?","April 1, 1949",1
5ae005b555429942ec259bec,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",1866,1
5a7759fc5542993569682d60,Where are Teide National Park and Garajonay National Park located?,"Canary Islands, Spain",1
5a835478554299123d8c20ed,How many copies of Roald Dahl's variation on a popular anecdote sold?,250 million,1
5aba749055429901930fa7d8,What occupation do Chris Menges and Aram Avakian share?,director,1
5abfb3425542990832d3a1c0,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,The Conversation,1
5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,John Waters,1
5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,1
5ae224da554299234fd043ee,Do the drinks Gibson and Zurracapote both contain gin?,no,1
5ae2b770554299495565db0f,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,1
5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,Fairfax County,1
5a8e0a005542995085b373a1,Bordan Tkachuk was the CEO of a company that provides what sort of products?,IT products and services,1
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Levni Yilmaz,1
5adccd795542990d50227d2c,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing,1
